adj_stock,company,date,month_year,stock,symbol,rating,log_perf_adj
128.52,Amgen Inc.,2016-11-28,2016-11,144.01,AMGN,BBB,-0.009833225452009486
128.02,Amgen Inc.,2016-12-05,2016-12,143.45,AMGN,BBB,-0.0038980325338000554
133.3,Amgen Inc.,2016-12-12,2016-12,149.37,AMGN,BBB,0.04041572547080552
131.68,Amgen Inc.,2016-12-19,2016-12,147.55,AMGN,BBB,-0.01222749025590364
130.48,Amgen Inc.,2016-12-26,2016-12,146.21,AMGN,BBB,-0.009154778616001558
139.92,Amgen Inc.,2017-01-02,2017-01,156.78,AMGN,BBB,0.06985087239758858
139.33,Amgen Inc.,2017-01-09,2017-01,156.12,AMGN,BBB,-0.004225610584845718
138.03,Amgen Inc.,2017-01-16,2017-01,154.67,AMGN,BBB,-0.009374167290014057
140.26,Amgen Inc.,2017-01-23,2017-01,157.16,AMGN,BBB,0.016026790273277136
149.51,Amgen Inc.,2017-01-30,2017-01,167.53,AMGN,BBB,0.06386543711707215
149.83,Amgen Inc.,2017-02-06,2017-02,167.89,AMGN,BBB,0.0021380378292166213
154.65,Amgen Inc.,2017-02-13,2017-02,173.29,AMGN,BBB,0.03166318107602617
156.86,Amgen Inc.,2017-02-20,2017-02,174.56,AMGN,BBB,0.01418918865344132
161.93,Amgen Inc.,2017-02-27,2017-02,180.20,AMGN,BBB,0.03181045530085935
163.04,Amgen Inc.,2017-03-06,2017-03,181.44,AMGN,BBB,0.006831426389035222
151.51,Amgen Inc.,2017-03-12,2017-03,168.61,AMGN,BBB,-0.07334394010267076
148.93,Amgen Inc.,2017-03-19,2017-03,165.74,AMGN,BBB,-0.017175232473968016
147.43,Amgen Inc.,2017-03-26,2017-03,164.07,AMGN,BBB,-0.010122910036047372
146.81,Amgen Inc.,2017-04-02,2017-04,163.38,AMGN,BBB,-0.0042142531103595005
145.22,Amgen Inc.,2017-04-09,2017-04,161.61,AMGN,BBB,-0.010889399799268062
144.14,Amgen Inc.,2017-04-16,2017-04,160.41,AMGN,BBB,-0.007464784455805784
146.76,Amgen Inc.,2017-04-23,2017-04,163.32,AMGN,BBB,0.018013549990786082
147.2,Amgen Inc.,2017-04-30,2017-04,163.81,AMGN,BBB,0.002993606807694782
143.97,Amgen Inc.,2017-05-07,2017-05,160.22,AMGN,BBB,-0.0221872617565122
140.64,Amgen Inc.,2017-05-14,2017-05,156.51,AMGN,BBB,-0.02340151060139739
140.3,Amgen Inc.,2017-05-21,2017-05,155.01,AMGN,BBB,-0.002420446828451439
144.05,Amgen Inc.,2017-05-28,2017-05,159.15,AMGN,BBB,0.026377474422122127
148.49,Amgen Inc.,2017-06-04,2017-06,164.06,AMGN,BBB,0.030357154377433027
147.01,Amgen Inc.,2017-06-11,2017-06,162.42,AMGN,BBB,-0.010017004232095061
156.13,Amgen Inc.,2017-06-18,2017-06,172.50,AMGN,BBB,0.06018838187755371
155.88,Amgen Inc.,2017-06-25,2017-06,172.23,AMGN,BBB,-0.0016025130829202539
155.16,Amgen Inc.,2017-07-02,2017-07,171.43,AMGN,BBB,-0.004629637898742267
160.32,Amgen Inc.,2017-07-09,2017-07,177.13,AMGN,BBB,0.03271497532473333
163.11,Amgen Inc.,2017-07-16,2017-07,180.21,AMGN,BBB,0.017253001929439016
157.97,Amgen Inc.,2017-07-23,2017-07,174.54,AMGN,BBB,-0.032019678244933125
157.35,Amgen Inc.,2017-07-30,2017-07,173.85,AMGN,BBB,-0.003932518070589808
153.35,Amgen Inc.,2017-08-06,2017-08,169.43,AMGN,BBB,-0.025749732950155035
151.41,Amgen Inc.,2017-08-13,2017-08,167.29,AMGN,BBB,-0.012731501539979817
154.67,Amgen Inc.,2017-08-20,2017-08,169.74,AMGN,BBB,0.021302426029767396
162.84,Amgen Inc.,2017-08-27,2017-08,178.71,AMGN,BBB,0.05147430858473001
164.6,Amgen Inc.,2017-09-03,2017-09,180.64,AMGN,BBB,0.010750164608190893
170.82,Amgen Inc.,2017-09-10,2017-09,187.47,AMGN,BBB,0.03709208227503158
169.26,Amgen Inc.,2017-09-17,2017-09,185.76,AMGN,BBB,-0.00917437627604123
169.89,Amgen Inc.,2017-09-24,2017-09,186.45,AMGN,BBB,0.0037151745518633206
169.32,Amgen Inc.,2017-10-01,2017-10,185.82,AMGN,BBB,-0.0033607531411004032
166.76,Amgen Inc.,2017-10-08,2017-10,183.01,AMGN,BBB,-0.015234762640126576
166.71,Amgen Inc.,2017-10-15,2017-10,182.96,AMGN,BBB,-0.0002998770526563277
159.71,Amgen Inc.,2017-10-22,2017-10,175.28,AMGN,BBB,-0.04289610529172183
158.04,Amgen Inc.,2017-10-29,2017-10,173.44,AMGN,BBB,-0.010511505125028187
157.04,Amgen Inc.,2017-11-06,2017-11,172.35,AMGN,BBB,-0.006347615574983756
154.9,Amgen Inc.,2017-11-13,2017-11,170.00,AMGN,BBB,-0.013720802545383215
156.07,Amgen Inc.,2017-11-20,2017-11,170.12,AMGN,BBB,0.007524877131639407
162.57,Amgen Inc.,2017-11-27,2017-11,177.20,AMGN,BBB,0.04080405369167028
160.93,Amgen Inc.,2017-12-04,2017-12,175.41,AMGN,BBB,-0.010139190415729082
162.42,Amgen Inc.,2017-12-11,2017-12,177.04,AMGN,BBB,0.009216085023861176
161.85,Amgen Inc.,2017-12-18,2017-12,176.42,AMGN,BBB,-0.003515592482011165
159.54,Amgen Inc.,2017-12-25,2017-12,173.90,AMGN,BBB,-0.014375305889269718
165.73,Amgen Inc.,2018-01-01,2018-01,180.65,AMGN,BBB,0.038065283652469084
169.76,Amgen Inc.,2018-01-08,2018-01,185.04,AMGN,BBB,0.024025716730220026
173.65,Amgen Inc.,2018-01-15,2018-01,189.28,AMGN,BBB,0.02265610432441001
179.82,Amgen Inc.,2018-01-22,2018-01,196.01,AMGN,BBB,0.03491457136654397
171.57,Amgen Inc.,2018-01-29,2018-01,187.01,AMGN,BBB,-0.046965003961291885
159.14,Amgen Inc.,2018-02-05,2018-02,173.46,AMGN,BBB,-0.07520702864594586
168.39,Amgen Inc.,2018-02-12,2018-02,183.55,AMGN,BBB,0.05649839967282855
172.55,Amgen Inc.,2018-02-19,2018-02,186.67,AMGN,BBB,0.024404331921795475
171.08,Amgen Inc.,2018-02-26,2018-02,185.08,AMGN,BBB,-0.008555766185304847
176.65,Amgen Inc.,2018-03-05,2018-03,191.10,AMGN,BBB,0.03203909044644604
174.0,Amgen Inc.,2018-03-11,2018-03,188.24,AMGN,BBB,-0.015115074590625
156.61,Amgen Inc.,2018-03-18,2018-03,169.43,AMGN,BBB,-0.10529666073618671
157.59,Amgen Inc.,2018-03-25,2018-03,170.48,AMGN,BBB,0.00623808515563784
155.42,Amgen Inc.,2018-04-01,2018-04,168.14,AMGN,BBB,-0.013865593852884217
158.51,Amgen Inc.,2018-04-08,2018-04,171.48,AMGN,BBB,0.01968655302870559
158.58,Amgen Inc.,2018-04-15,2018-04,171.56,AMGN,BBB,0.00044151503445100104
164.04,Amgen Inc.,2018-04-22,2018-04,177.46,AMGN,BBB,0.03385110267960556
155.27,Amgen Inc.,2018-04-29,2018-04,167.98,AMGN,BBB,-0.05494476353077982
160.74,Amgen Inc.,2018-05-06,2018-05,173.89,AMGN,BBB,0.03462261579149395
162.96,Amgen Inc.,2018-05-13,2018-05,176.30,AMGN,BBB,0.01371661913397837
166.03,Amgen Inc.,2018-05-20,2018-05,178.24,AMGN,BBB,0.018663723001144383
170.99,Amgen Inc.,2018-05-27,2018-05,183.57,AMGN,BBB,0.029436580340806984
171.67,Amgen Inc.,2018-06-03,2018-06,184.30,AMGN,BBB,0.003968954022335325
172.34,Amgen Inc.,2018-06-10,2018-06,185.01,AMGN,BBB,0.003895240528783539
172.47,Amgen Inc.,2018-06-17,2018-06,185.15,AMGN,BBB,0.0007540384916886467
171.94,Amgen Inc.,2018-06-24,2018-06,184.59,AMGN,BBB,-0.003077729557011466
177.92,Amgen Inc.,2018-07-01,2018-07,191.01,AMGN,BBB,0.03418843231591939
182.49,Amgen Inc.,2018-07-08,2018-07,195.91,AMGN,BBB,0.025361365938506353
177.44,Amgen Inc.,2018-07-15,2018-07,190.49,AMGN,BBB,-0.028062853398666654
179.26,Amgen Inc.,2018-07-22,2018-07,192.44,AMGN,BBB,0.010204742327158733
184.43,Amgen Inc.,2018-07-29,2018-07,197.99,AMGN,BBB,0.028432721765498492
181.1,Amgen Inc.,2018-08-05,2018-08,194.42,AMGN,BBB,-0.01822062280534631
183.9,Amgen Inc.,2018-08-12,2018-08,197.42,AMGN,BBB,0.015342766720907619
184.42,Amgen Inc.,2018-08-19,2018-08,196.64,AMGN,BBB,0.00282363350071968
187.39,Amgen Inc.,2018-08-26,2018-08,199.81,AMGN,BBB,0.01597624147657939
184.1,Amgen Inc.,2018-09-02,2018-09,196.30,AMGN,BBB,-0.017712918348542495
188.11,Amgen Inc.,2018-09-09,2018-09,200.58,AMGN,BBB,0.021547809865896994
192.35,Amgen Inc.,2018-09-16,2018-09,205.10,AMGN,BBB,0.022289731093374954
194.4,Amgen Inc.,2018-09-23,2018-09,207.29,AMGN,BBB,0.010601262828034308
191.34,Amgen Inc.,2018-09-30,2018-09,204.02,AMGN,BBB,-0.01586594177631717
185.12,Amgen Inc.,2018-10-07,2018-10,197.39,AMGN,A,-0.03304768680465475
189.26,Amgen Inc.,2018-10-14,2018-10,201.80,AMGN,A,0.02211746763472
174.42,Amgen Inc.,2018-10-21,2018-10,185.98,AMGN,A,-0.08165554728124746
175.43,Amgen Inc.,2018-10-28,2018-10,187.06,AMGN,A,0.005773919142254336
181.15,Amgen Inc.,2018-11-05,2018-11,193.16,AMGN,A,0.032085314399992626
182.11,Amgen Inc.,2018-11-12,2018-11,194.18,AMGN,A,0.005285482766642424
181.86,Amgen Inc.,2018-11-19,2018-11,192.57,AMGN,A,-0.0013737398099618048
196.67,Amgen Inc.,2018-11-26,2018-11,208.25,AMGN,A,0.07829003694279546
180.79,Amgen Inc.,2018-12-03,2018-12,191.44,AMGN,A,-0.08419106054663938
181.39,Amgen Inc.,2018-12-10,2018-12,192.07,AMGN,A,0.003313272675955048
170.19,Amgen Inc.,2018-12-17,2018-12,180.21,AMGN,A,-0.06373394936329202
180.12,Amgen Inc.,2018-12-24,2018-12,190.73,AMGN,A,0.056707835426784925
184.57,Amgen Inc.,2018-12-31,2018-12,195.44,AMGN,A,0.024405499885829407
189.41,Amgen Inc.,2019-01-07,2019-01,200.56,AMGN,A,0.02588518234944992
192.54,Amgen Inc.,2019-01-14,2019-01,203.88,AMGN,A,0.01638994668117011
187.72,Amgen Inc.,2019-01-21,2019-01,198.77,AMGN,A,-0.025352433423603493
176.67,Amgen Inc.,2019-01-28,2019-01,187.07,AMGN,A,-0.06066790530162791
175.66,Amgen Inc.,2019-02-04,2019-02,186.00,AMGN,A,-0.005733277135617776
177.87,Amgen Inc.,2019-02-11,2019-02,188.34,AMGN,A,0.012502637898415436
178.44,Amgen Inc.,2019-02-18,2019-02,187.50,AMGN,A,0.003199463872677555
181.92,Amgen Inc.,2019-02-25,2019-02,191.16,AMGN,A,0.019314619742162087
172.13,Amgen Inc.,2019-03-04,2019-03,180.87,AMGN,A,-0.0553170247188115
182.0,Amgen Inc.,2019-03-10,2019-03,191.24,AMGN,A,0.05575668179338056
177.68,Amgen Inc.,2019-03-17,2019-03,186.70,AMGN,A,-0.02402250749062329
180.8,Amgen Inc.,2019-03-24,2019-03,189.98,AMGN,A,0.01740726837190465
185.97,Amgen Inc.,2019-03-31,2019-03,195.41,AMGN,A,0.02819392242386165
182.17,Amgen Inc.,2019-04-07,2019-04,191.42,AMGN,A,-0.020645053339200636
168.9,Amgen Inc.,2019-04-14,2019-04,177.47,AMGN,A,-0.07563349322898283
172.7,Amgen Inc.,2019-04-21,2019-04,181.47,AMGN,A,0.022249161338877776
168.74,Amgen Inc.,2019-04-28,2019-04,177.31,AMGN,A,-0.023196916415151314
163.55,Amgen Inc.,2019-05-05,2019-05,171.85,AMGN,A,-0.031240314753087972
161.7,Amgen Inc.,2019-05-12,2019-05,169.91,AMGN,A,-0.011375987401332388
164.41,Amgen Inc.,2019-05-19,2019-05,171.28,AMGN,A,0.01662054143972469
160.01,Amgen Inc.,2019-05-26,2019-05,166.70,AMGN,A,-0.02712699474200253
168.47,Amgen Inc.,2019-06-02,2019-06,175.51,AMGN,AA,0.05152137911732968
169.02,Amgen Inc.,2019-06-09,2019-06,176.08,AMGN,AA,0.0032593587182239148
179.6,Amgen Inc.,2019-06-16,2019-06,187.11,AMGN,AA,0.060715104751762894
176.89,Amgen Inc.,2019-06-23,2019-06,184.28,AMGN,AA,-0.015204085412682922
178.48,Amgen Inc.,2019-06-30,2019-06,185.94,AMGN,AA,0.008948479668860365
167.91,Amgen Inc.,2019-07-07,2019-07,174.93,AMGN,AA,-0.06104842855289938
171.23,Amgen Inc.,2019-07-14,2019-07,178.39,AMGN,AA,0.019579560429502152
168.31,Amgen Inc.,2019-07-21,2019-07,175.34,AMGN,AA,-0.017200164862805067
179.71,Amgen Inc.,2019-07-28,2019-07,187.22,AMGN,AA,0.06553692340585648
188.38,Amgen Inc.,2019-08-04,2019-08,196.25,AMGN,AA,0.0471167588507404
195.83,Amgen Inc.,2019-08-11,2019-08,204.02,AMGN,AA,0.03878573653407358
192.45,Amgen Inc.,2019-08-18,2019-08,199.08,AMGN,AA,-0.0174105561989899
201.67,Amgen Inc.,2019-08-25,2019-08,208.62,AMGN,AA,0.04679631842199505
200.81,Amgen Inc.,2019-09-01,2019-09,207.73,AMGN,AA,-0.004273510777381695
188.96,Amgen Inc.,2019-09-08,2019-09,195.47,AMGN,AA,-0.06082383492531651
190.38,Amgen Inc.,2019-09-15,2019-09,196.94,AMGN,AA,0.007486722374107302
188.44,Amgen Inc.,2019-09-22,2019-09,194.94,AMGN,AA,-0.010242420991319001
189.07,Amgen Inc.,2019-09-29,2019-09,195.59,AMGN,AA,0.0033376630279970954
194.11,Amgen Inc.,2019-10-06,2019-10,200.80,AMGN,AA,0.026307691823162394
195.97,Amgen Inc.,2019-10-13,2019-10,202.72,AMGN,AA,0.009536577607963004
196.28,Amgen Inc.,2019-10-20,2019-10,203.05,AMGN,AA,0.001580624930739738
210.69,Amgen Inc.,2019-10-27,2019-10,217.95,AMGN,AA,0.07084564761733603
213.74,Amgen Inc.,2019-11-04,2019-11,221.11,AMGN,AA,0.014372464257712103
213.5,Amgen Inc.,2019-11-11,2019-11,220.86,AMGN,AA,-0.0011234904280712499
224.53,Amgen Inc.,2019-11-18,2019-11,230.74,AMGN,AA,0.05037249587542991
228.41,Amgen Inc.,2019-11-25,2019-11,234.72,AMGN,AA,0.017132931116432992
227.48,Amgen Inc.,2019-12-02,2019-12,233.77,AMGN,AA,-0.004079937221943553
230.37,Amgen Inc.,2019-12-09,2019-12,236.74,AMGN,AA,0.01262438957196288
236.52,Amgen Inc.,2019-12-16,2019-12,243.06,AMGN,AA,0.02634605894206743
235.03,Amgen Inc.,2019-12-23,2019-12,241.53,AMGN,AA,-0.006319605381792215
232.06,Amgen Inc.,2019-12-30,2019-12,238.47,AMGN,AA,-0.012717206651437607
231.85,Amgen Inc.,2020-01-06,2020-01,238.26,AMGN,AA,-0.0009053480819298798
234.99,Amgen Inc.,2020-01-13,2020-01,241.49,AMGN,AA,0.013452349209787329
219.52,Amgen Inc.,2020-01-20,2020-01,225.59,AMGN,AA,-0.06809961550973664
210.24,Amgen Inc.,2020-01-27,2020-01,216.05,AMGN,AA,-0.04319360924127391
223.16,Amgen Inc.,2020-02-03,2020-02,229.33,AMGN,AA,0.05963926768108152
217.47,Amgen Inc.,2020-02-10,2020-02,223.48,AMGN,AA,-0.02582809299643163
218.34,Amgen Inc.,2020-02-17,2020-02,222.79,AMGN,AA,0.003992570871227841
195.74,Amgen Inc.,2020-02-24,2020-02,199.73,AMGN,AA,-0.10926623285445025
206.44,Amgen Inc.,2020-03-02,2020-03,210.65,AMGN,AA,0.05322256528285241
198.06,Amgen Inc.,2020-03-08,2020-03,202.10,AMGN,AA,-0.04143979818736909
184.49,Amgen Inc.,2020-03-15,2020-03,188.25,AMGN,AA,-0.07097475362348327
194.31,Amgen Inc.,2020-03-22,2020-03,198.27,AMGN,AA,0.051859560393261894
201.3,Amgen Inc.,2020-03-29,2020-03,205.41,AMGN,AA,0.03534151078281056
213.85,Amgen Inc.,2020-04-05,2020-04,218.21,AMGN,AA,0.06047850202717164
230.27,Amgen Inc.,2020-04-12,2020-04,234.97,AMGN,AA,0.07397769879661009
231.56,Amgen Inc.,2020-04-19,2020-04,236.28,AMGN,AA,0.005586485741275737
226.36,Amgen Inc.,2020-04-26,2020-04,230.98,AMGN,AA,-0.0227123669364806
230.13,Amgen Inc.,2020-05-03,2020-05,234.82,AMGN,AA,0.016517714364991498
235.4,Amgen Inc.,2020-05-10,2020-05,240.20,AMGN,AA,0.022641828186861446
223.41,Amgen Inc.,2020-05-17,2020-05,226.43,AMGN,AA,-0.05227754643551208
226.63,Amgen Inc.,2020-05-24,2020-05,229.70,AMGN,AA,0.014310083320174805
222.66,Amgen Inc.,2020-05-31,2020-05,225.67,AMGN,AA,-0.017672787410277557
214.99,Amgen Inc.,2020-06-07,2020-06,217.90,AMGN,AA,-0.03505442888250432
235.51,Amgen Inc.,2020-06-14,2020-06,238.70,AMGN,AA,0.09116185998190485
229.73,Amgen Inc.,2020-06-21,2020-06,232.84,AMGN,AA,-0.024848669095882236
254.79,Amgen Inc.,2020-06-28,2020-06,258.24,AMGN,AA,0.10353497015594826
245.71,Amgen Inc.,2020-07-05,2020-07,249.04,AMGN,AA,-0.036287697720418066
255.01,Amgen Inc.,2020-07-12,2020-07,258.46,AMGN,AA,0.037150781336175775
244.67,Amgen Inc.,2020-07-19,2020-07,247.98,AMGN,AA,-0.0413923962439835
241.4,Amgen Inc.,2020-07-26,2020-07,244.67,AMGN,AA,-0.013455055168370755
237.48,Amgen Inc.,2020-08-02,2020-08,240.69,AMGN,AA,-0.016371899260956724
236.51,Amgen Inc.,2020-08-09,2020-08,239.71,AMGN,AA,-0.004092919066303047
236.04,Amgen Inc.,2020-08-16,2020-08,237.64,AMGN,AA,-0.0019892081472034917
251.41,Amgen Inc.,2020-08-23,2020-08,253.12,AMGN,AA,0.06308379042349976
246.72,Amgen Inc.,2020-08-30,2020-08,248.40,AMGN,AA,-0.018830982237503235
241.57,Amgen Inc.,2020-09-06,2020-09,243.21,AMGN,AA,-0.021094804209739415
246.05,Amgen Inc.,2020-09-13,2020-09,247.72,AMGN,AA,0.01837548114676224
242.17,Amgen Inc.,2020-09-20,2020-09,243.82,AMGN,AA,-0.015894808439576913
243.75,Amgen Inc.,2020-09-27,2020-09,245.41,AMGN,AA,0.006503151005546215
235.1,Amgen Inc.,2020-10-04,2020-10,236.70,AMGN,AA,-0.0361321543319324
234.13,Amgen Inc.,2020-10-11,2020-10,235.72,AMGN,AA,-0.004134438896622683
225.63,Amgen Inc.,2020-10-18,2020-10,227.16,AMGN,AA,-0.0369800271429801
215.48,Amgen Inc.,2020-10-25,2020-10,216.94,AMGN,AA,-0.046028391694088455
230.11,Amgen Inc.,2020-11-02,2020-11,231.67,AMGN,AA,0.06568935765014938
235.76,Amgen Inc.,2020-11-09,2020-11,237.36,AMGN,AA,0.024256882966956717
223.17,Amgen Inc.,2020-11-16,2020-11,223.17,AMGN,AA,-0.05488052555807954
224.81,Amgen Inc.,2020-11-23,2020-11,224.81,AMGN,AA,0.007321788144558639
226.91,Amgen Inc.,2020-11-30,2020-11,226.91,AMGN,AA,0.009297862077260355
65.51,American Express Company,2015-11-30,2015-11,71.10,AXP,,
63.44,American Express Company,2015-12-07,2015-12,68.86,AXP,,-0.03210822541719249
62.53,American Express Company,2015-12-14,2015-12,67.87,AXP,,-0.014448135747386459
64.64,American Express Company,2015-12-21,2015-12,70.16,AXP,,0.03318697263363379
64.08,American Express Company,2015-12-28,2015-12,69.55,AXP,,-0.008701111452736221
58.63,American Express Company,2016-01-04,2016-01,63.63,AXP,,-0.08888579178398004
58.22,American Express Company,2016-01-11,2016-01,62.91,AXP,,-0.007017572658646998
50.95,American Express Company,2016-01-18,2016-01,55.06,AXP,,-0.1333841786487433
49.51,American Express Company,2016-01-25,2016-01,53.50,AXP,,-0.02867009029540224
49.95,American Express Company,2016-02-01,2016-02,53.98,AXP,,0.008847835721231156
48.73,American Express Company,2016-02-08,2016-02,52.66,AXP,,-0.02472764823914808
50.63,American Express Company,2016-02-15,2016-02,54.71,AXP,,0.03824942912640328
51.25,American Express Company,2016-02-22,2016-02,55.38,AXP,,0.012171332036699845
53.94,American Express Company,2016-02-29,2016-02,58.29,AXP,,0.051156699693066354
55.02,American Express Company,2016-03-07,2016-03,59.46,AXP,,0.019824437784844218
56.65,American Express Company,2016-03-13,2016-03,61.22,AXP,,0.029195231977587
55.96,American Express Company,2016-03-20,2016-03,60.47,AXP,,-0.012254837676734631
56.54,American Express Company,2016-03-27,2016-03,61.10,AXP,,0.01031120246816375
55.06,American Express Company,2016-04-03,2016-04,59.50,AXP,,-0.026524852550982914
57.78,American Express Company,2016-04-10,2016-04,62.14,AXP,,0.04821919532362795
61.31,American Express Company,2016-04-17,2016-04,65.93,AXP,,0.05930026673650701
60.84,American Express Company,2016-04-24,2016-04,65.43,AXP,,-0.00769549438350392
59.99,American Express Company,2016-05-01,2016-05,64.51,AXP,,-0.01406958572609085
59.62,American Express Company,2016-05-08,2016-05,64.12,AXP,,-0.00618679341507633
59.44,American Express Company,2016-05-15,2016-05,63.92,AXP,,-0.0030236878404217293
60.92,American Express Company,2016-05-22,2016-05,65.52,AXP,,0.024594127617457495
60.9,American Express Company,2016-05-29,2016-05,65.49,AXP,,-0.00032835331110980803
60.41,American Express Company,2016-06-05,2016-06,64.97,AXP,,-0.008078520565201863
57.52,American Express Company,2016-06-12,2016-06,61.86,AXP,,-0.04902194073785804
55.85,American Express Company,2016-06-19,2016-06,60.06,AXP,,-0.029463187897581733
56.43,American Express Company,2016-06-26,2016-06,60.69,AXP,,0.010331406465839521
57.46,American Express Company,2016-07-03,2016-07,61.49,AXP,,0.018088121570094096
59.6,American Express Company,2016-07-10,2016-07,63.78,AXP,,0.03656652052016085
60.07,American Express Company,2016-07-17,2016-07,64.28,AXP,,0.007854974790766356
60.24,American Express Company,2016-07-24,2016-07,64.46,AXP,,0.002826034629567431
61.23,American Express Company,2016-07-31,2016-07,65.52,AXP,,0.016300681998225208
61.1,American Express Company,2016-08-07,2016-08,65.38,AXP,,-0.0021253993123133696
61.24,American Express Company,2016-08-14,2016-08,65.53,AXP,,0.002288704611933312
60.55,American Express Company,2016-08-21,2016-08,64.79,AXP,,-0.011331100790381576
60.92,American Express Company,2016-08-28,2016-08,65.19,AXP,,0.006092058027859615
60.86,American Express Company,2016-09-04,2016-09,65.12,AXP,,-0.0009853835581363768
59.49,American Express Company,2016-09-11,2016-09,63.66,AXP,,-0.02276791326901062
59.67,American Express Company,2016-09-18,2016-09,63.85,AXP,,0.0030211503341766033
59.85,American Express Company,2016-09-25,2016-09,64.04,AXP,,0.003012050469991756
57.72,American Express Company,2016-10-02,2016-10,61.76,AXP,,-0.03623769809831234
56.5,American Express Company,2016-10-09,2016-10,60.15,AXP,,-0.021363095753274663
63.27,American Express Company,2016-10-16,2016-10,67.36,AXP,,0.11317064500639784
62.41,American Express Company,2016-10-23,2016-10,66.45,AXP,,-0.013685764212842066
61.53,American Express Company,2016-10-30,2016-10,65.51,AXP,,-0.014200658193551874
66.22,American Express Company,2016-11-07,2016-11,70.50,AXP,,0.07345767136670123
66.69,American Express Company,2016-11-14,2016-11,71.00,AXP,,0.00707248452511422
68.43,American Express Company,2016-11-21,2016-11,72.86,AXP,,0.025756308320191934
67.49,American Express Company,2016-11-28,2016-11,71.86,AXP,,-0.013831886209091593
70.23,American Express Company,2016-12-05,2016-12,74.77,AXP,,0.03979613141561433
70.44,American Express Company,2016-12-12,2016-12,75.00,AXP,,0.002985713457076322
70.41,American Express Company,2016-12-19,2016-12,74.97,AXP,,-0.00042598509696389897
69.58,American Express Company,2016-12-26,2016-12,74.08,AXP,,-0.011858128807245905
70.88,American Express Company,2017-01-02,2017-01,75.47,AXP,A,0.018511136573029496
72.27,American Express Company,2017-01-09,2017-01,76.62,AXP,A,0.01942079899806437
71.88,American Express Company,2017-01-16,2017-01,76.20,AXP,A,-0.005411043379531577
72.49,American Express Company,2017-01-23,2017-01,76.85,AXP,A,0.008450559397427782
73.61,American Express Company,2017-01-30,2017-01,78.04,AXP,A,0.015332264757828895
74.03,American Express Company,2017-02-06,2017-02,78.48,AXP,A,0.005689530384391794
75.19,American Express Company,2017-02-13,2017-02,79.71,AXP,A,0.015547826934929176
75.23,American Express Company,2017-02-20,2017-02,79.76,AXP,A,0.0005318441821939857
75.35,American Express Company,2017-02-27,2017-02,79.88,AXP,A,0.001593837500374562
74.88,American Express Company,2017-03-06,2017-03,79.38,AXP,A,-0.00625709290316756
74.75,American Express Company,2017-03-12,2017-03,79.25,AXP,A,-0.0017376198985408209
73.76,American Express Company,2017-03-19,2017-03,78.20,AXP,A,-0.013332633022457685
74.62,American Express Company,2017-03-26,2017-03,79.11,AXP,A,0.011591988544673804
73.36,American Express Company,2017-04-02,2017-04,77.77,AXP,A,-0.01702973984480316
71.79,American Express Company,2017-04-09,2017-04,75.80,AXP,A,-0.021633637359816937
75.38,American Express Company,2017-04-16,2017-04,79.59,AXP,A,0.04879679725059738
75.06,American Express Company,2017-04-23,2017-04,79.25,AXP,A,-0.004254194132114364
74.18,American Express Company,2017-04-30,2017-04,78.32,AXP,A,-0.011793221645429952
73.39,American Express Company,2017-05-07,2017-05,77.49,AXP,A,-0.010706885504474073
72.74,American Express Company,2017-05-14,2017-05,76.80,AXP,A,-0.008896246998127744
73.36,American Express Company,2017-05-21,2017-05,77.46,AXP,A,0.008487388389365691
74.34,American Express Company,2017-05-28,2017-05,78.49,AXP,A,0.013270336920896852
76.06,American Express Company,2017-06-04,2017-06,80.31,AXP,A,0.022873337631008184
77.14,American Express Company,2017-06-11,2017-06,81.45,AXP,A,0.01409945027996784
77.87,American Express Company,2017-06-18,2017-06,82.22,AXP,A,0.009418816808812736
79.79,American Express Company,2017-06-25,2017-06,84.24,AXP,A,0.02435741373129474
79.87,American Express Company,2017-07-02,2017-07,84.33,AXP,A,0.00100212960910806
81.08,American Express Company,2017-07-09,2017-07,85.28,AXP,A,0.015036008654501387
81.37,American Express Company,2017-07-16,2017-07,85.59,AXP,A,0.0035703331247667336
80.62,American Express Company,2017-07-23,2017-07,84.80,AXP,A,-0.009259897019545882
81.73,American Express Company,2017-07-30,2017-07,85.97,AXP,A,0.013674373839018372
80.13,American Express Company,2017-08-06,2017-08,84.29,AXP,A,-0.019770815738058722
81.17,American Express Company,2017-08-13,2017-08,85.38,AXP,A,0.012895404983105152
81.26,American Express Company,2017-08-20,2017-08,85.47,AXP,A,0.0011081697864963047
81.89,American Express Company,2017-08-27,2017-08,86.14,AXP,A,0.007722992722515976
